Name,Location,Price (INR in Lakhs),Price_per_sqft,Area_sqft,Description,Property_URL,bedrooms,bathrooms,balconies,current_floor,total_floors,furnishing_status,Mapped_Area,facing,property_age_bucket,is_ready_to_move,is_built_up_area,is_carpet_area,is_super_built_up_area,property_type,luxury_score,location_advantage_score,log_price,Bedrooms,pps
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",81.0,9321.0,869.0,"The flat occupies a carpet area of 869 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The flat has a total of 11 floors and this property is situated on 7th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property. The flat comes well built with vitrified flooring options. All the modern amenities such as fitness centre / gym, park...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-satva-satvam-glory-sargasan-gandhinagar-869-sqft-spid-B90682284,3.0,3.0,2.0,7.0,11.0,,Sargasan,,New,1,False,True,False,apartment,7.0,0.0,4.406719247264253,3.0,9321.0
"4 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",140.0,4457.0,3141.0,"Constructed on a super built up area of 3141 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and 3 balconies. The flat has a total of 10 floors and this property is situated on 5th floor. Moreover, the flat is currently under construction and possession is expected by december 2026. The flat comes well built with vitrified flooring options. The society complex is in the close vicinity of c...",https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sargam-sarita-sargasan-gandhinagar-3141-sqft-spid-R90681920,4.0,4.0,3.0,5.0,10.0,semi-furnished,Sargasan,,New,0,False,False,True,apartment,-1.0,10.0,4.948759890378168,4.0,4457.0
"3 BHK Flatin Uvarsad, Gandhinagar","Uvarsad, Gandhinagar",94.85,3889.0,2439.0,"The flat is over 271 sq.Yards super built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. This flat is situated on the 5th floor of this 14 floors tall residential building. This residential property is still under construction and will be available for possession by december 2027. The beautifully designed vitrified flooring enhances the beauty of the flat. All the modern amen...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sahjanand-shreehari-uvarsad-gandhinagar-2439-sqft-spid-S90543176,3.0,3.0,3.0,5.0,14.0,,Uvarsad,,New,0,False,False,True,apartment,14.0,0.0,4.562784469491653,3.0,3889.0
"2 BHK Flatin Koba, Gandhinagar","Koba, Gandhinagar",53.0,3312.0,1600.0,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shiv-orchid-koba-gandhinagar-1600-sqft-spid-R90171560,2.0,2.0,1.0,,,,Koba,,Unknown,1,True,False,False,apartment,,,3.9889840465642745,2.0,3312.0
"3 BHK Flatin Randesan, Gandhinagar","Randesan, Gandhinagar",120.0,6006.0,1998.0,"Maruti pratishtha heights is one of gandhinagar's most sought after destination for apartments and this 3 bhk flat in randesan is your opportunity to be a part of this community. The flat is east-Facing. The flat occupies a super built up area of 222 sq.Yards that consists of 3 bedrooms, 3 bathrooms and 1 balcony. The residential building has 13 floors in total and the flat for sale is located ...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-maruti-pratishtha-heights-randesan-gandhinagar-1998-sqft-r1-spid-D87468806,3.0,3.0,1.0,,13.0,,Randesan,East,New,1,False,False,True,apartment,0.0,0.0,4.795790545596741,3.0,6006.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",81.81,4545.0,1800.0,3bhk on sell at sargasan. 200 sqyd size. All flats are same size. Near to sg highway.,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1800-sqft-spid-F89974478,3.0,3.0,1.0,,,,Sargasan,,New,1,False,False,True,apartment,0.0,3.0,4.416548827045609,3.0,4545.0
"3 BHK Flatin Kudasan, Gandhinagar","Kudasan, Gandhinagar",93.07,4056.0,2295.0,"All 3 bhk flats 255 sqyd Project basics Only 112 units G-Floor retail 18m (60 ft) road Location usp Close vicinity from 100 ft palm road 3 min distance from sg highway Frontage on 18 mt road Guda garden on the back side of the plot Lifetime open south-West (Wind direction) due to adjoining ongc plot Premium 3,4 & 5 bhk projects in the pocket Plan level usp/details No vehicle zone on g-Floor 2 b...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-2295-sqft-spid-O89963536,3.0,3.0,1.0,0.0,,unfurnished,Kudasan,South-West,New,0,False,False,True,apartment,6.0,3.0,4.54403918598386,3.0,4055.0
"2 BHK Flatin Randheja, Gandhinagar","Randheja, Gandhinagar",46.0,2871.0,1602.0,"Constructed on a super built up area of 178 sq.Yards, the flat comprises 2 bedroom(s), 2 bathrooms and 3 balconies. The shreenand ananta residential building has 13 floors in total and the flat for sale is located on the 2nd floor. As the property is currently under construction , you can expect to get the possession by june 2027.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-randheja-gandhinagar-1602-sqft-r1-spid-I88796996,2.0,2.0,3.0,2.0,13.0,,Randheja,,New,0,False,False,True,apartment,0.0,0.0,3.8501476017100584,2.0,2871.0
"3 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",80.0,4678.0,1710.0,"Ready possession Available in prime location Modular kitchen with gas line Basement parking, dual lift Children play area, sitting gazebo",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raysan-gandhinagar-1710-sqft-spid-F89842154,3.0,3.0,1.0,,,,Raysan,,Unknown,1,False,True,False,apartment,4.0,0.0,4.394449154672439,3.0,4678.0
"2 BHK Flatin Randheja, Gandhinagar","Randheja, Gandhinagar",47.0,3165.0,1485.0,"The vraj 15 residency flat is over 165 sq.Yards super built up area and comes with 2 bedrooms, 2 bathrooms and 3 balconies. The residential building has 7 floors in total and the flat for sale is located on the 1st floor. This is a ready to move project and the property is 0-1 year old. (6.45 lacs additional charges).",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-randheja-gandhinagar-1485-sqft-spid-J89822632,2.0,2.0,3.0,1.0,7.0,,Randheja,,New,1,False,False,True,apartment,0.0,0.0,3.871201010907891,2.0,3165.0
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",128.0,8471.0,1511.0,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shilp-north-sky-gift-city-gandhinagar-1511-sqft-r3-spid-E85882030,2.0,2.0,1.0,,,,Gift City,,Unknown,0,False,False,True,apartment,,,4.859812404361672,2.0,8471.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",50.0,5555.0,900.0,"This property faces the east direction. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a carpet area of 900 sq.Ft. The flat has a total of 7 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 1-5 years old. The well built vitrified flooring enhances the aesthetic appeal of this flat. This flat is located near cl...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sahjanand-status-sargasan-gandhinagar-900-sqft-spid-K90835212,2.0,2.0,2.0,2.0,7.0,unfurnished,Sargasan,East,1-5 years,1,False,True,False,apartment,2.0,10.0,3.9318256327243257,2.0,5556.0
"3 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",98.0,7424.0,1320.0,"Premium 3 bhk fully furnished flat available for sale at prime location near pdpu road, bhaijipura, gandhinagar. Special highlights: All 3 bedrooms with lifetime open view hall & bedrooms with full ventilation and natural sunlight peaceful & well-Developed area property features. Fully furnished (Ready to move) high quality interiors open & airy layout location advantages: Near gift city close ...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sai-texas-3-raysan-gandhinagar-1320-sqft-spid-V90377628,3.0,3.0,1.0,,,furnished,Raysan,,New,1,False,True,False,apartment,0.0,5.0,4.59511985013459,3.0,7424.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",60.0,5291.0,1134.0,"The flat is facing the north-East direction. Containing 2 bedroom(s), 2 bathrooms and 1 balcony, this flat is spread over a super built up area of 1134 sq.Ft. The flat has a total of 5 floors and this property is situated on 3rd floor. An added advantage of this 1-5 years old flat is that it is available for immediate possession as the project is already ready to move. The flat comes well built...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-psy-pramukh-paramount-sargasan-gandhinagar-1134-sqft-r1-spid-R88312932,2.0,2.0,1.0,3.0,5.0,furnished,Sargasan,North-East,1-5 years,1,False,False,True,apartment,0.0,0.0,4.110873864173311,2.0,5291.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",61.0,5842.0,1044.0,"Located in the popular residential address of sargasan, gandhinagar, swagat pelican is one of the most preferred destination for apartments in gandhinagar. This 2 bhk flat is your ticket to be a part of this community. This property faces the east direction. Constructed on a super built up area of 1044 sq.Ft., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-pelican-sargasan-gandhinagar-1044-sqft-r1-spid-P87439582,2.0,2.0,2.0,,,unfurnished,Sargasan,East,New,1,False,False,True,apartment,0.0,0.0,4.127134385045092,2.0,5843.0
"3 BHK Flatin Khoraj, Gandhinagar","Khoraj, Gandhinagar",70.0,3794.0,1845.0,"This 3 bhk flat is located in omkar vivanta lake view, which houses some of the most spacious flats in khoraj, gandhinagar. The flat is facing the east direction. Constructed on a super built up area of 1845 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat lies on the 4th level of a 14 storey building. As the property is currently under construction , you can expect...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-omkar-vivanta-lake-view-khoraj-gandhinagar-1845-sqft-r2-spid-O86566028,3.0,3.0,1.0,4.0,14.0,,Khoraj,East,New,0,False,False,True,apartment,0.0,0.0,4.2626798770413155,3.0,3794.0
"1 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",111.0,11109.0,1000.0,"This 1 bhk apartment is available for sale in vida by nila spaces, one of the most prominent projects for flats in gift city, gandhinagar. This is a east-Facing property. The flat occupies a super built up area of 1000 sq.Ft. That consists of 1 bedroom, 2 bathrooms and 1 balcony. This flat is situated on the 5th floor of this 33 floors tall residential building. This residential flat is current...",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-vida-by-nila-spaces-gift-city-gandhinagar-1000-sqft-r11-spid-Z74870245,1.0,2.0,1.0,5.0,33.0,unfurnished,Gift City,East,New,0,False,False,True,apartment,0.0,0.0,4.718498871295094,1.0,11100.0
"3 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",248.0,12267.0,2020.0,"This 3 bhk flat is located in vida by nila spaces, which houses some of the most spacious flats in gift city, gandhinagar. This residential flat is east-Facing direction. The flat occupies a super built up area of 2020 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. The residential building has 33 floors in total and the flat for sale is located on the 9th floor. This residenti...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vida-by-nila-spaces-gift-city-gandhinagar-2020-sqft-r11-spid-I74870327,3.0,3.0,2.0,9.0,33.0,,Gift City,East,New,0,False,False,True,apartment,0.0,0.0,5.517452896464707,3.0,12277.0
"1 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",80.0,10000.0,800.0,"This 1 bhk apartment is available for sale in new launch, one of the most prominent projects for flats in gift city, gandhinagar. This is a east-Facing property. The floor plan additionally contains 1 bedroom(s), 1 bathroom and 1 balcony. All in all, the flat is spread over a super built up area of 800 sq.Ft. This flat is situated on the 8th floor of this 33 floors tall residential building. Mo...",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-800-sqft-r11-spid-D74097269,1.0,1.0,1.0,8.0,33.0,unfurnished,Gift City,East,New,0,False,False,True,apartment,0.0,0.0,4.394449154672439,1.0,10000.0
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",183.0,13065.0,1400.0,"Vida by nila spaces is one of the most popular destination for buying apartments/ flats in gift city, gandhinagar. You too can be a part of this society by purchasing this 2 bhk flat here. This residential flat is east-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1400 sq.Ft. The property is located on the 10th floor of...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-vida-by-nila-spaces-gift-city-gandhinagar-1400-sqft-r11-spid-C74870293,2.0,2.0,2.0,10.0,,unfurnished,Gift City,East,New,0,False,False,True,apartment,0.0,0.0,5.214935757608986,2.0,13071.0
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",130.0,8666.0,1500.0,There are apartments for sale . This society will have all basic facilities and amenities to suit homebuyers needs and requirements.,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-1500-sqft-r19-spid-A64238850,2.0,2.0,1.0,,,,Gift City,,Unknown,0,False,False,True,apartment,0.0,0.0,4.875197323201151,2.0,8667.0
"1 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",34.0,5666.0,600.0,Stapan 2 is heart of sargasan area this scheme is nearby radiant school semi furnished flat price not negotiable 34 lk,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sthapan-2-sargasan-gandhinagar-600-sqft-spid-D91017232,1.0,1.0,1.0,,,semi-furnished,Sargasan,,New,1,False,True,False,apartment,0.0,1.0,3.5553480614894135,1.0,5667.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",48.0,4267.0,1125.0,"The flat is facing the north-East direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a carpet area of 125 sq.Yards. This flat is situated on the 5th floor of this 10 floors tall residential building. This 1-5 years old property is available for immediate possession as the project is ready to move. The vitrified flooring o...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sayona-heights-sargasan-gandhinagar-1125-sqft-r1-spid-L88481032,2.0,2.0,1.0,5.0,10.0,unfurnished,Sargasan,North-East,1-5 years,1,False,True,False,apartment,0.0,0.0,3.8918202981106265,2.0,4267.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",50.0,3968.0,1260.0,"This property faces the east direction. The flat occupies a super built up area of 1260 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. The flat has a total of 5 floors and this property is situated on 4th floor. Being a ready to move project, you can expect immediate possession of this 10+ years old property. The beautifully designed vitrified flooring enhances the beauty of the...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-saundarya-444-sargasan-gandhinagar-1260-sq-ft-spid-V90799838,2.0,2.0,1.0,4.0,5.0,unfurnished,Sargasan,East,10-20 years,1,False,False,True,apartment,0.0,0.0,3.9318256327243257,2.0,3968.0
"2 BHK Flatin Gift City, Gandhinagar","Gift City, Gandhinagar",128.0,8500.0,1511.0,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shilp-north-sky-gift-city-gandhinagar-1511-sqft-r3-spid-F78379215,2.0,2.0,1.0,,,,Gift City,,Unknown,0,False,False,True,apartment,,,4.859812404361672,2.0,8471.0
"2 BHK Flatin Kalol, Gandhinagar","Kalol, Gandhinagar",40.0,3703.0,1080.0,Ananya vidhyalaya -10 minute Adarsh hospital -10 minute D - Mart -5 minute Sindbad mahesana highway v. Good trasport connectivity,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kalol-gandhinagar-1080-sqft-spid-K91259680,2.0,2.0,1.0,,,,Kalol,,Unknown,1,False,True,False,apartment,0.0,0.0,3.713572066704308,2.0,3704.0
"1 BHK Flatin Kalol, Gandhinagar","Kalol, Gandhinagar",18.0,2222.0,810.0,Near dmar - 2 minute Gayatri mandir - 5 minute Ananya vidhyalaya -10 minute Good transportation in mehsana highway Rajesh hospital - 10 minute,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-kalol-gandhinagar-810-sqft-spid-F91259096,1.0,1.0,1.0,,,,Kalol,,Unknown,1,False,True,False,apartment,0.0,10.0,2.9444389791664403,1.0,2222.0
"2 BHK Flatin Urjanagar, Randesan, Gandhinagar","Urjanagar, Randesan, Gandhinagar",46.0,5380.0,855.0,2bhk specius flat for sell in randesan near metro and rever front,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-ganesh-kesar-aangan-urjanagar-gandhinagar-855-sqft-r1-spid-L87704636,2.0,2.0,1.0,,,,Randesan,,New,1,False,True,False,apartment,0.0,3.0,3.8501476017100584,2.0,5380.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",58.51,4167.0,1404.0,"This residential flat is east-Facing direction. The flat occupies a super built up area of 1404 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 2 balconies. This flat is situated on the 2nd floor of this 11 floors tall residential building. The flat is currently under construction stage and you can expect to get the possession of the property within 6 months. Tp 9 is designed very well to p...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1404-sqft-r1-spid-X84733772,2.0,2.0,2.0,2.0,11.0,,Sargasan,East,New,0,False,False,True,apartment,-1.0,0.0,4.086144365656761,2.0,4167.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",70.0,4159.0,1683.0,"This is a north-East-Facing property. Containing 3 bedroom(s), 3 bathrooms and 1 balcony, this flat is spread over a built up area of 187 sq.Yards. This flat is situated on the 8th floor of this 11 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The flat comes well built with vitrified flooring options. Many of ...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ashwamegh-elite-sargasan-gandhinagar-1683-sqft-spid-M88912452,3.0,3.0,1.0,8.0,11.0,semi-furnished,Sargasan,North-East,New,1,True,False,False,apartment,0.0,0.0,4.2626798770413155,3.0,4159.0
"2 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",65.0,4404.0,1476.0,"This is a east-Facing property. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 164 sq.Yards. This flat is situated on the 4th floor of this 13 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The floor of this flat is beautifully designed using vitrifie...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-raysan-gandhinagar-1476-sqft-spid-C89752416,2.0,2.0,1.0,4.0,13.0,unfurnished,Raysan,East,1-5 years,1,False,False,True,apartment,0.0,0.0,4.189654742026425,2.0,4404.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",95.0,7569.0,1255.0,"This lovely 3 bhk apartment/flat in sargasan is available for sale in one of gandhinagar's most popular projects, hrudhya. This is a west-Facing property. The flat occupies a carpet area of 1255 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 3 balconies. The property is located on the 2nd floor of a 14 floors tall building. An added advantage of this 0-1 year old flat is that it is availab...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-hrudhya-sargasan-gandhinagar-1255-sqft-spid-D87820816,3.0,3.0,3.0,2.0,14.0,unfurnished,Sargasan,West,New,1,False,True,False,apartment,0.0,0.0,4.564348191467836,3.0,7570.0
"1 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",40.0,4444.0,900.0,"This property faces the east direction. Constructed on a super built up area of 100 sq.Yards, the flat comprises 1 bedroom(s), 1 bathroom and 1 balcony. The flat has a total of 8 floors and this property is situated on 3rd floor. Moreover, the flat is currently under construction and possession is expected by september 2027. The vitrified flooring of this flat is beautifully designed and helps ...",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-900-sqft-spid-M90566706,1.0,1.0,1.0,3.0,8.0,,Sargasan,East,New,0,False,False,True,apartment,2.0,0.0,3.713572066704308,1.0,4444.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",50.0,3831.0,1305.0,"This property faces the east direction. Constructed on a super built up area of 145 sq.Yards, the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 8 floors in total and the flat for sale is located on the 2nd floor. The flat is currently under construction stage and you can expect to get the possession of the property by november 2027. The vitrified flooring ...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1305-sqft-spid-H90565754,2.0,2.0,1.0,2.0,8.0,unfurnished,Sargasan,East,New,0,False,False,True,apartment,0.0,0.0,3.9318256327243257,2.0,3831.0
"3 BHK Flatin Randesan, Gandhinagar","Randesan, Gandhinagar",118.0,5223.0,2259.0,3bhk flat for sell in randesan near dholeswar mahadev and randesan metro station near gift city,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-pramukh-omkar-rivanta-randesan-gandhinagar-2259-sqft-r1-spid-G87704780,3.0,3.0,1.0,,,,Randesan,,Unknown,1,False,False,True,apartment,0.0,4.0,4.77912349311153,3.0,5224.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",72.0,4167.0,1728.0,"This property faces the north-East direction. The flat is over 192 sq.Yards built up area and comes with 3 bedroom(s), 3 bathrooms and 3 balconies. The residential building has 13 floors in total and the flat for sale is located on the 12th floor. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The well built vitrified flooring enhances the aest...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sahajanand-elite-sargasan-gandhinagar-1728-sqft-spid-G90982256,3.0,3.0,3.0,12.0,13.0,unfurnished,Sargasan,North-East,New,1,True,False,False,apartment,0.0,0.0,4.290459441148391,3.0,4167.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",92.0,3363.0,2736.0,"The flat is north-East-Facing. Constructed on a built up area of 304 sq.Yards, the flat comprises 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat is situated on the top floor of this 13 floors tall residential building. This is a ready to move project and the property is 0-1 year old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an allu...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sahajanand-elite-sargasan-gandhinagar-2736-sqft-spid-P90981526,3.0,3.0,3.0,,13.0,,Sargasan,North-East,New,1,True,False,False,apartment,0.0,0.0,4.532599493153256,3.0,3363.0
"3 BHK Flatin Raysan, Gandhinagar","Raysan, Gandhinagar",67.0,7386.0,907.0,"This residential flat is north-East-Facing direction. The flat occupies a carpet area of 907 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat lies on the 7th level of a 8 storey building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The vitrified flooring of this flat is beautifully designed and helps to give it a pl...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-raysan-gandhinagar-907-sqft-spid-Z90735824,3.0,3.0,2.0,7.0,8.0,unfurnished,Raysan,North-East,New,1,False,True,False,apartment,0.0,0.0,4.219507705176107,3.0,7387.0
"1 BHK Flatin Randheja, Gandhinagar","Randheja, Gandhinagar",25.0,3387.0,738.0,"The maruti nandan avenue flat is over 82 sq.Yards super built up area and comes with 1 bedroom(s), 1 bathroom and 1 balcony. The flat has a total of 3 floors and this property is situated on top floor. This is a ready to move project and the property is 9 years old.",https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-randheja-gandhinagar-738-sqft-spid-L90284864,1.0,1.0,1.0,,3.0,,Randheja,,Unknown,1,False,False,True,apartment,0.0,0.0,3.258096538021482,1.0,3388.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",60.0,4301.0,1395.0,"This property faces the north-East direction. The floor plan additionally contains 2 bedroom(s), 2 bathrooms and more than 3 balconies. All in all, the flat is spread over a built up area of 155 sq.Yards. The residential building has 7 floors in total and the flat for sale is located on the 5th floor. Being a ready to move project, you can expect immediate possession of this 1-5 years old prope...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1395-sqft-spid-I90182856,2.0,2.0,3.0,5.0,7.0,unfurnished,Sargasan,North-East,1-5 years,1,True,False,False,apartment,0.0,0.0,4.110873864173311,2.0,4301.0
"3 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",105.0,5608.0,1872.0,"This residential flat is east-Facing direction. Constructed on a super built up area of 1872 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 7th floor of this 15 floors tall residential building. Being a ready to move project, you can expect immediate possession of this 0-1 year old property. The flat comes well built with wood flooring options. ...",https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivala-sadbhav-sargasan-gandhinagar-1872-sqft-spid-C88484072,3.0,3.0,1.0,7.0,15.0,semi-furnished,Sargasan,East,New,1,False,False,True,apartment,0.0,0.0,4.663439094112067,3.0,5609.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",50.0,3968.0,1260.0,"This residential flat is north-East-Facing direction. Containing 2 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a built up area of 140 sq.Yards. The property is located on the 1st floor of a 5 floors tall building. This 5-10 years old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using vitrifie...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-saundarya-444-sargasan-gandhinagar-1260-sq-ft-spid-S90811652,2.0,2.0,3.0,1.0,5.0,unfurnished,Sargasan,North-East,5-10 years,1,True,False,False,apartment,0.0,0.0,3.9318256327243257,2.0,3968.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",55.0,4337.0,1268.0,"The floor plan additionally contains 2 bedroom(s), 2 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1268 sq.Ft. This flat is situated on the 5th floor of this 6 floors tall residential building. This is a ready to move project and the property is 5-10 years old. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an all...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-prathna-greens-sargasan-gandhinagar-1268-sqft-spid-N89866466,2.0,2.0,1.0,5.0,6.0,,Sargasan,,5-10 years,1,False,False,True,apartment,0.0,0.0,4.02535169073515,2.0,4338.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",55.0,4428.0,1242.0,"Constructed on a carpet area of 138 sq.Yards, the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. The flat has a total of 6 floors and this property is situated on 1st floor. As the project is already ready to move, so you can easily move into this 5-10 years old property. The well built vitrified flooring enhances the aesthetic appeal of this flat.",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-bansal-shiva-blessing-1-sargasan-gandhinagar-1242-sqft-spid-U89865110,2.0,2.0,1.0,1.0,6.0,,Sargasan,,5-10 years,1,False,True,False,apartment,0.0,0.0,4.02535169073515,2.0,4428.0
"2 BHK Flatin Sargasan, Gandhinagar","Sargasan, Gandhinagar",66.0,6321.0,1044.0,"Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a super built up area of 1044 sq.Ft. The flat has a total of 11 floors and this property is situated on 7th floor. This 1-5 years old property is available for immediate possession as the project is ready to move. The well built vitrified flooring enhances the aesthetic appeal of this flat. Swagat pelican is designed...",https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-pelican-sargasan-gandhinagar-1044-sqft-spid-E89853518,2.0,2.0,2.0,7.0,11.0,,Sargasan,,1-5 years,1,False,False,True,apartment,0.0,0.0,4.204692619390966,2.0,6322.0
