Page,Name,BHK,Location,Price,Price_per_sqft,Area_sqft,Area_sqm,Area_type,Status,Description,Builder,Posted_Time,Property_URL,Image_URL
28,"4 BHK Builder Floorin Sargasan, Gandhinagar",4 BHK Builder Floor,"Sargasan, Gandhinagar",₹1.15 Cr,"₹11,111 /sqft","2,925 sqft",(272 sqm),,Ready To Move,Available on sell 4bhk penthouse in sargasan 225 sq.Yard area 8th floor near by s.G highway prime location,,,https://www.99acres.com/4-bhk-bedroom-independent-builder-floor-for-sale-in-shubhaarambh-shilp-serenity-sargasan-gandhinagar-2025-sqft-spid-H87481954,https://static.99acres.com/universalapp/img/checkLineGray.svg
28,"4 BHK Flatin Sargasan, Gandhinagar",4 BHK Flat,"Sargasan, Gandhinagar",₹1.7 Cr,"₹4,444 /sqft","3,825 sqft",(355 sqm),Built-up Area,Ready To Move,"Located in the popular residential address of sargasan, gandhinagar, atishay shivalay 3 is one of the most preferred destination for apartments in gandhinagar. This 4 bhk flat is your ticket to be a part of this community. The flat is east-Facing. Containing 4 bedroom(s), 4 bathrooms and 1 balcony, this flat is spread over a built up area of 3825 sq.Ft. The residential building has 14 floors in...",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-atishay-shivalay-3-sargasan-gandhinagar-3825-sqft-spid-R87613752,https://static.99acres.com/universalapp/img/checkLineGray.svg
28,"4 BHK Flatin Raysan, Gandhinagar",4 BHK Flat,"Raysan, Gandhinagar",₹2.25 Cr,"₹5,197 /sqft","4,329 sqft",(402 sqm),Super Built-up Area,Ready To Move,"Saamarth h7 is one of gandhinagar's most sought after destination for apartments and this 4 bhk flat in raysan is your opportunity to be a part of this community. This is a east-Facing property. Constructed on a super built up area of 4329 sq.Ft., the flat comprises 4 bedroom(s), 4 bathrooms and 1 balcony. The property is located on the 8th floor of a 12 floors tall building. An added advantage...",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-saamarth-h7-raysan-gandhinagar-4329-sqft-spid-O87613278,https://static.99acres.com/universalapp/img/checkLineGray.svg
28,"4 BHK Flatin Raysan, Gandhinagar",4 BHK Flat,"Raysan, Gandhinagar",₹2.38 Cr,"₹5,430 /sqft","4,383 sqft",(407 sqm),Super Built-up Area,Ready To Move,"Saamarth h7 is one of gandhinagar's most sought after destination for apartments and this 4 bhk flat in raysan is your opportunity to be a part of this community. The flat is facing the east direction. The floor plan additionally contains 4 bedroom(s), 4 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 487 sq.Yards. The property is located on the 3rd floor o...",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-saamarth-h7-raysan-gandhinagar-4383-sqft-r2-spid-R84285902,https://static.99acres.com/universalapp/img/checkLineGray.svg
28,"4 BHK Flatin Khoraj, Gandhinagar",4 BHK Flat,"Khoraj, Gandhinagar",₹1.58 Cr,"₹41,000 /sqft",385 sqft,(36 sqm),Super Built-up Area,Ready To Move,"Keshvam clifton is a premium residential project located near vaishnodevi circle, ahmedabad, offering spacious and elegantly designed 4 bhk apartments with modern architecture and luxurious interiors. The project features top-Class amenities such as landscaped gardens, childrens play area, yoga zone, cctv surveillance, gated security, and ample parking for a comfortable lifestyle. Strategically...",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-shree-keshvam-clifton-khoraj-gandhinagar-385-sqft-spid-P91030666,https://static.99acres.com/universalapp/img/checkLineGray.svg
28,"4 BHK Flatin Gift City, Gandhinagar",4 BHK Flat,"Gift City, Gandhinagar",₹4.1 Cr,"₹9,500 /sqft","4,315 sqft",(401 sqm),Super Built-up Area,Under Construction,"The 4 bhk penthouses at siban in gift city are ultra-Luxurious top-Floor residences featuring expansive layouts, private terraces, and breathtaking panoramic views.These homes offer grand living spaces, premium interiors, multiple bedrooms with en-Suite bathrooms, and abundant natural light for an elevated lifestyle.",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-4315-sqft-spid-C90000076,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"4 BHK Flatin Gift City, Gandhinagar",4 BHK Flat,"Gift City, Gandhinagar",₹3.48 Cr,"₹9,500 /sqft","3,660 sqft",(340 sqm),Super Built-up Area,Under Construction,"The 4 bhk penthouses at siban in gift city are ultra-Luxurious top-Floor residences featuring expansive layouts, private terraces, and breathtaking panoramic views.Residents enjoy access to world-Class amenities, secure high-Rise living, and exceptional investment value within indias leading financial hub.",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-3660-sqft-spid-U89999874,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"3 BHK Flatin Gift City, Gandhinagar",3 BHK Flat,"Gift City, Gandhinagar",₹2.45 Cr,"₹9,500 /sqft","2,580 sqft",(240 sqm),Super Built-up Area,Under Construction,"The 3 bhk penthouses at siban in gift city are ultra-Spacious top-Floor residences featuring private terraces, expansive layouts, and panoramic skyline views.These homes offer luxurious interiors, large living and dining areas, and ample natural light, delivering a refined blend of comfort, privacy, and elegance.Residents enjoy access to premium amenities, secure high-Rise living, and strong in...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-2580-sqft-spid-G89999676,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.85 Cr,"₹9,500 /sqft","1,945 sqft",(181 sqm),Super Built-up Area,Under Construction,"The 2 bhk penthouses at siban in gift city are premium top-Floor residences featuring spacious layouts, private terraces, and panoramic city views.These homes offer expansive living areas, modern interiors, and abundant natural light, creating a perfect blend of luxury, comfort, and privacy.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-1945-sqft-spid-E89998784,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"1 BHK Flatin Gift City, Gandhinagar",1 BHK Flat,"Gift City, Gandhinagar",₹1.24 Cr,"₹9,500 /sqft","1,305 sqft",(121 sqm),Super Built-up Area,Under Construction,"The 1 bhk penthouses at siban in gift city are exclusive top-Floor residences featuring spacious layouts, private terraces, and elevated views for a premium living experience.Residents enjoy access to premium amenities, secure high-Rise living, and strong investment potential in indias leading financial hub.",,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-1305-sqft-spid-N89998630,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"Studio Apartments / 1 RK Flatsin Gift City, Gandhinagar",1 BHK,"Gift City, Gandhinagar",₹62.7 Lac,"₹9,500 /sqft",660 sqft,(61 sqm),Super Built-up Area,Under Construction,"The studio apartments at siban in gift city are compact, intelligently designed homes that combine living, sleeping, and kitchen spaces into a seamless modern layout.These units feature contemporary interiors, efficient space utilization, and ample natural light, making them ideal for working professionals and investors.",,,https://www.99acres.com/studio-apartment-flat-for-sale-in-gift-city-gandhinagar-660-sqft-spid-F89990080,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.46 Cr,"₹9,500 /sqft","1,540 sqft",(143 sqm),Super Built-up Area,Under Construction,"The 2.5 bhk residences at siban in gift city offer spacious smart homes designed with flexible layouts, combining the comfort of a 3 bhk with efficient space planning.These homes feature expansive living areas, an additional study/utility space, premium fittings, and large windows for natural light, ideal for modern families and professionals.Residents enjoy access to 50+ lifestyle amenities, h...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-1540-sqft-spid-Z89989816,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.41 Cr,"₹9,500 /sqft","1,485 sqft",(138 sqm),Super Built-up Area,Under Construction,"The 2 bhk residences at siban in gift city offer well-Designed apartments with spacious layouts, modern interiors, and efficient use of space for comfortable urban living.These homes feature bright living areas, stylish bedrooms, and quality fittings, making them ideal for small families and working professionals.Residents benefit from premium amenities, secure surroundings, and excellent conne...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-1485-sqft-spid-F89989248,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.12 Cr,"₹9,500 /sqft","1,175 sqft",(109 sqm),Super Built-up Area,Under Construction,"The 2 bhk residences at siban in gift city offer well-Designed apartments with spacious layouts, modern interiors, and efficient use of space for comfortable urban living.These homes feature bright living areas, stylish bedrooms, and quality fittings, making them ideal for small families and working professionals.Residents benefit from premium amenities, secure surroundings, and excellent conne...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-1175-sqft-spid-C89989034,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"1 BHK Flatin Gift City, Gandhinagar",1 BHK Flat,"Gift City, Gandhinagar",₹97.85 Lac,"₹9,500 /sqft","1,030 sqft",(96 sqm),Super Built-up Area,Under Construction,"The 1 bhk residences at siban in gift city offer spacious layouts , designed to provide the comfort of a larger home with modern interiors and smart functionality.These homes feature a large living area, premium kitchen, and ample natural light, making them ideal for working professionals, couples, and investors.Residents enjoy access to world-Class amenities, high-Rise living, and strong renta...",,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-gift-city-gandhinagar-1030-sqft-spid-Z89988868,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"4 BHK Flatin Gift City, Gandhinagar",4 BHK Flat,"Gift City, Gandhinagar",₹4.94 Cr,"₹14,269 /sqft","3,462 sqft",(322 sqm),Super Built-up Area,Under Construction,"The 4 bhk duplex residences at sobha elysia are exclusive, ultra-Spacious homes esigned across two levels, offering enhanced privacy and a villa-Like living experience.Located in gift city, they provide access to world-Class amenities such as a sky lounge, clubhouse, and landscaped leisure zones, ensuring a sophisticated and elevated lifestyle.",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sobha-elysia-gift-city-gandhinagar-3462-sqft-spid-T89987786,https://static.99acres.com/universalapp/img/checkLineGray.svg
28,"4 BHK Flatin Gift City, Gandhinagar",4 BHK Flat,"Gift City, Gandhinagar",₹3.56 Cr,"₹13,561 /sqft","2,625 sqft",(244 sqm),Super Built-up Area,Under Construction,"The 4 bhk residences at sobha elysia are spacious luxury apartments designed with premium interiors, smart layouts, and expansive living areas for modern family living.These homes feature elegant bedrooms, large windows for natural light, and high-End fittings, offering a blend of comfort, sophistication, and functionality.",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sobha-elysia-gift-city-gandhinagar-2625-sqft-spid-Z89987602,https://static.99acres.com/universalapp/img/checkLineGray.svg
28,"4 BHK Flatin Gift City, Gandhinagar",4 BHK Flat,"Gift City, Gandhinagar",₹2.97 Cr,"₹13,182 /sqft","2,253 sqft",(209 sqm),Super Built-up Area,Under Construction,"The 4 bhk residences at sobha elysia are spacious luxury apartments designed with premium interiors, smart layouts, and expansive living areas for modern family living.These homes feature elegant bedrooms, large windows for natural light, and high-End fittings, offering a blend of comfort, sophistication, and functionality.",,,https://www.99acres.com/4-bhk-bedroom-apartment-flat-for-sale-in-sobha-elysia-gift-city-gandhinagar-2253-sqft-spid-U89987460,https://static.99acres.com/universalapp/img/checkLineGray.svg
28,"3 BHK Flatin Koba, Gandhinagar",3 BHK Flat,"Koba, Gandhinagar",₹57 Lac,"₹4,460 /sqft","1,278 sqft",(119 sqm),"This residential flat is east-Facing direction. The flat is over 1278 sq.Ft. Carpet area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. This flat lies on the 1st level of a 8 storey building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The beautifully designed vitrified flooring enhances the ...",Ready To Move,,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-psy-pramukh-elegance-koba-gandhinagar-1278-sqft-r1-spid-I88217108,https://static.99acres.com/universalapp/img/checkLineGray.svg
28,"2 Bedroom Housein Sargasan, Gandhinagar",2 BHK,"Sargasan, Gandhinagar",₹1.82 Cr,"₹12,639 /sqft","1,440 sqft",(134 sqm),,Ready To Move,"Devbhumi society in sargasan, gandhinagar is a peaceful residential bungalow locality offering independent homes with comfortable layouts and family-Friendly surroundings. The society is suitable for families looking for privacy, open space and a calm residential environment. Bungalows are designed with good ventilation, natural light and private parking areas for comfortable living. Located in...",,,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-sargasan-gandhinagar-1440-sqft-spid-K90937750,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"2 BHK Flatin Kudasan, Gandhinagar",2 BHK Flat,"Kudasan, Gandhinagar",₹60 Lac,"₹4,831 /sqft","1,242 sqft",(115 sqm),Super Built-up Area,Ready To Move,"Shreeji icon in kudasan, gandhinagar is a well-Established ready-To-Move residential project by shivam corporation, offering thoughtfully designed flats that balance comfort and modern living. Located near reliance cross roads and close to facilities such as podar international school, smvs swaminarayan hospital and pramukh arcade, the society provides easy access to daily conveniences. Flats f...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-1242-sqft-r1-spid-S88685348,https://static.99acres.com/universalapp/img/downArrowNew.png
28,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹63 Lac,"₹4,516 /sqft","1,395 sqft",(130 sqm),Super Built-up Area,Ready To Move,"Property overview
2 bhk spacious apartment
Approx. 155 sq.Yd area
Fully furnished setup
South-West facing 
Garden facing unit 
3 open sides for excellent ventilation
Ready-To-Move condition",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-maruti-amrakunj-sargasan-gandhinagar-1395-sqft-spid-Q91148966,https://static.99acres.com/universalapp/img/downArrowNew.png
29,"3 BHK Flatin Koba, Gandhinagar",3 BHK Flat,"Koba, Gandhinagar",₹1.45 Cr,"₹4,739 /sqft","3,060 sqft",(284 sqm),Super Built-up Area,Ready To Move,"This property faces the east direction. Constructed on a super built up area of 340 sq.Yards, the flat comprises 3 bedroom(s), 3 bathrooms and 2 balconies. The flat has a total of 13 floors and this property is situated on 2nd floor. This is a ready to move project and the property is 0-1 year old. The beautifully designed vitrified flooring enhances the beauty of the flat. As asteria is design...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-as-asteria-koba-gandhinagar-3060-sqft-spid-Z91112798,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹60 Lac,"₹4,301 /sqft","1,395 sqft",(130 sqm),Super Built-up Area,Ready To Move,"This property faces the east direction. The flat is over 155 sq.Yards super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. The residential building has 5 floors in total and the flat for sale is located on the 2nd floor. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The well built v...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-maruti-amrakunj-sargasan-gandhinagar-1395-sqft-spid-S91067358,https://static.99acres.com/universalapp/img/downArrowNew.png
29,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹75 Lac,"₹4,208 /sqft","1,782 sqft",(166 sqm),Super Built-up Area,Ready To Move,"The flat is facing the east direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 1782 sq.Ft. The flat has a total of 12 floors and this property is situated on 6th floor. This is a ready to move project and the property is 0-1 year old. The beautifully designed vitrified flooring enhances the beauty...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sahjanand-safal-sargasan-gandhinagar-1782-sqft-spid-U91034480,https://static.99acres.com/universalapp/img/StarNew.png
29,"2 BHK Flatin Randesan, Gandhinagar",2 BHK Flat,"Randesan, Gandhinagar",₹70 Lac,"₹3,989 /sqft","1,755 sqft",(163 sqm),Super Built-up Area,Ready To Move,"This residential flat is east-Facing direction. Constructed on a super built up area of 195 sq.Yards, the flat comprises 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the 2nd floor of this 5 floors tall residential building. An added advantage of this 5-10 years old flat is that it is available for immediate possession as the project is already ready to move. The vitrified f...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-randesan-gandhinagar-1755-sqft-spid-T91034310,https://static.99acres.com/universalapp/img/downArrowNew.png
29,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹54 Lac,"₹4,511 /sqft","1,197 sqft",(111 sqm),Super Built-up Area,Ready To Move,"This beautiful 2 bhk flat in sargasan, gandhinagar is situated in swagat afford, one of the popular residential society in gandhinagar. This is a east-Facing property. The flat is over 1197 sq.Ft. Super built up area and comes with 2 bedroom(s), 2 bathrooms and 1 balcony. This flat is situated on the top floor of this 5 floors tall residential building. This is a ready to move project and the p...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-afford-sargasan-gandhinagar-1197-sqft-r2-spid-L87602384,https://static.99acres.com/universalapp/img/StarNew.png
29,"3 BHK Flatin Randesan, Gandhinagar",3 BHK Flat,"Randesan, Gandhinagar",₹91.2 Lac,"₹4,222 /sqft","2,160 sqft",(201 sqm),Super Built-up Area,Under Construction,"The flat is over 2160 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 1 balcony. This flat lies on the 9th level of a 12 storey building. The flat is currently under construction stage and you can expect to get the possession of the property within 3 months. Key highlights of randesan, gandhinagar What's great here! Randesan is a developing locality with an evolving infr...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aksharam-yogi-sarvasva-randesan-gandhinagar-2160-sqft-r1-spid-O89298847,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹60 Lac,"₹4,535 /sqft","1,323 sqft",(123 sqm),Built-up Area,Ready To Move,"The flat is east-Facing. Containing 2 bedroom(s), 2 bathrooms and 2 balconies, this flat is spread over a built up area of 147 sq.Yards. The property is located on the 9th floor of a 11 floors tall building. As the project is already ready to move, so you can easily move into this 0-1 year old property. The floor of this flat is beautifully designed using vitrified flooring, giving the flat an ...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sargasan-gandhinagar-1323-sqft-r1-spid-E89854644,https://static.99acres.com/universalapp/img/downArrowNew.png
29,"3 BHK Flatin Shree Residency, Gandhinagar",3 BHK Flat,"Shree Residency, Gandhinagar",₹1.05 Cr,"₹7,065 /sqft","1,486 sqft",(138 sqm),Carpet Area,Ready To Move,"This property faces the east direction. Constructed on a carpet area of 1486 sq.Ft., the flat comprises 3 bedroom(s), 3 bathrooms and 3 balconies. The property is located on the 2nd floor of a 7 floors tall building. This 1-5 years old property is available for immediate possession as the project is ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it ...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-gandhinagar-1486-sqft-spid-R90847240,https://static.99acres.com/universalapp/img/downArrowNew.png
29,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹1.1 Cr,"₹5,093 /sqft","2,160 sqft",(201 sqm),Super Built-up Area,Ready To Move,"This is a east-Facing property. The flat is over 240 sq.Yards super built up area and comes with 2 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 13 floors in total and the flat for sale is located on the 5th floor. As the project is already ready to move, so you can easily move into this 1-5 years old property. The flat comes well built with vitrified flooring options. T...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-keshav-aaradhyam-kudasan-gandhinagar-2160-sqft-r1-spid-S89268845,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"3 BHK Flatin Sector 29, Gandhinagar",3 BHK Flat,"Sector 29, Gandhinagar",₹1.1 Cr,"₹10,816 /sqft","1,017 sqft",(94 sqm),Super Built-up Area,Ready To Move,"The flat is north-East-Facing. Containing 3 bedroom(s), 3 bathrooms , this flat is spread over a super built up area of 113 sq.Yards. The property is located on the ground floor of a 7 floors tall building. An added advantage of this 10+ years old flat is that it is available for immediate possession as the project is already ready to move. The vitrified flooring of this flat is beautifully des...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sector-29-gandhinagar-1017-sqft-spid-C90748856,https://static.99acres.com/universalapp/img/downArrowNew.png
29,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹75 Lac,"₹9,590 /sqft",782 sqft,(73 sqm),Carpet Area,Ready To Move,"The flat is east-Facing. The flat occupies a carpet area of 782 sq.Ft. That consists of 2 bedrooms, 2 bathrooms and 1 balcony. This flat lies on the 5th level of a 14 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move. The vitrified flooring of this flat is beautifully designed and helps to give it a pleasing look. The flat will off...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-swagat-kingsland-sargasan-gandhinagar-782-sqft-spid-R90731926,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹98 Lac,"₹5,701 /sqft","1,719 sqft",(160 sqm),Super Built-up Area,Ready To Move,"The flat is west-Facing. The flat is over 191 sq.Yards super built up area and comes with 3 bedroom(s), 3 bathrooms and more than 3 balconies. This flat lies on the top level of a 9 storey building. Being a ready to move project, you can expect immediate possession of this 1-5 years old property. The flat comes well built with vitrified flooring options. All the modern amenities such as lift(s)...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sparsh-brij-green-sargasan-gandhinagar-1719-sqft-spid-D90717088,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"3 BHK Flatin Vavol, Gandhinagar",3 BHK Flat,"Vavol, Gandhinagar",₹91.19 Lac,"₹3,389 /sqft","2,691 sqft",(250 sqm),Super Built-up Area,Under Construction,"This property faces the east direction. The floor plan additionally contains 3 bedroom(s), 3 bathrooms and 1 balcony. All in all, the flat is spread over a super built up area of 299 sq.Yards. The flat has a total of 13 floors and this property is situated on 6th floor. The flat is currently under construction stage and you can expect to get the possession of the property by december 2026. The ...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-atulya-pride-vavol-gandhinagar-2691-sqft-spid-I90670580,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"3 BHK Flatin Vavol, Gandhinagar",3 BHK Flat,"Vavol, Gandhinagar",₹68.15 Lac,"₹3,222 /sqft","2,115 sqft",(196 sqm),Super Built-up Area,Ready To Move,"This property faces the east direction. Constructed on a super built up area of 235 sq.Yards, the flat comprises 3 bedroom(s), 3 bathrooms and 1 balcony. This flat is situated on the 3rd floor of this 14 floors tall residential building. This 0-1 year old property is available for immediate possession as the project is ready to move. The flat comes well built with vitrified flooring options. Ma...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vavol-gandhinagar-2115-sqft-spid-N90668244,https://static.99acres.com/universalapp/img/downArrowNew.png
29,"Residential land / Plotin Randesan, Gandhinagar",,"Randesan, Gandhinagar",₹2.25 Cr,"₹13,158 /sqft","1,710 sqft",(159 sqm),,Ready To Move,"190 sq. Yards residential land / plots available for sale at prime location of randesan, gandhinagar.",,,https://www.99acres.com/residential-land-plot-for-sale-in-randesan-gandhinagar-190-sqyd-r1-spid-U88993150,https://static.99acres.com/universalapp/img/downArrowNew.png
29,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹1.1 Cr,"₹5,029 /sqft","2,187 sqft",(203 sqm),Super Built-up Area,Ready To Move,"This is a north-East-Facing property. The flat occupies a super built up area of 2187 sq.Ft. That consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat lies on the 10th level of a 14 storey building. This 0-1 year old property is available for immediate possession as the project is ready to move. The floor of this flat is beautifully designed using vitrified flooring, giving the flat a...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-vinayak-sapphire-sargasan-gandhinagar-2187-sqft-spid-K90492776,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹1 Cr,"₹3,899 /sqft","2,565 sqft",(238 sqm),Super Built-up Area,Under Construction,"The flat is facing the east direction. Containing 3 bedroom(s), 3 bathrooms and 1 balcony, this flat is spread over a super built up area of 285 sq.Yards. This flat is situated on the 5th floor of this 14 floors tall residential building. This residential flat is currently under construction and you can expect the possession of the same by august 2026. The flat comes well built with vitrified f...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-beryl-sky-kudasan-gandhinagar-2565-sqft-r1-spid-B88881540,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹1.2 Cr,"₹5,333 /sqft","2,250 sqft",(209 sqm),Built-up Area,Ready To Move,"The flat is facing the east direction. The flat occupies a built up area of 250 sq.Yards that consists of 3 bedrooms, 3 bathrooms and 2 balconies. This flat is situated on the 13th floor of this 50 floors tall residential building. This is a ready to move project and the property is 1-5 years old. The flat comes well built with vitrified flooring options. The society is well equipped with many ...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-nia-riverside-90-kudasan-gandhinagar-2250-sqft-spid-H90471748,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹98 Lac,"₹4,270 /sqft","2,295 sqft",(213 sqm),Super Built-up Area,Ready To Move,"The flat is east-Facing. The flat is over 2295 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The residential building has 12 floors in total and the flat for sale is located on the 10th floor. This is a ready to move project and the property is 0-1 year old. The flat will offer a modern lifestyle as it is presented with many of the amenities such as fitnes...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-ekarth-one-kudasan-gandhinagar-2295-sq-ft-r1-spid-U88781910,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"2 BHK Flatin Raysan, Gandhinagar",2 BHK Flat,"Raysan, Gandhinagar",₹83 Lac,"₹5,362 /sqft","1,548 sqft",(144 sqm),Super Built-up Area,Ready To Move,2bhk luxurius fully furnished flat in live locatioan and good locality.,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sagar-dynamic-raysan-gandhinagar-1548-sqft-spid-Z90408100,https://static.99acres.com/universalapp/img/checkLineGray.svg
29,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹1.15 Cr,"₹4,646 /sqft","2,475 sqft",(230 sqm),Super Built-up Area,Ready To Move,"This residential flat is east-Facing direction. The flat is over 2475 sq.Ft. Super built up area and comes with 3 bedroom(s), 3 bathrooms and 2 balconies. The flat has a total of 13 floors and this property is situated on 9th floor. As the project is already ready to move, so you can easily move into this 0-1 year old property. The well built vitrified flooring enhances the aesthetic appeal of ...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-polaris-casarica-sargasan-gandhinagar-2475-sqft-r1-spid-F88694946,https://static.99acres.com/universalapp/img/checkLineGray.svg
